53.23
51.89
59.02
69.83
25.39
1.58
0.00
15.46
14.12
21.93
15.33
19.51
16.93
4.87
6.42
22.72
22.05
46.28
35.15
12.01
11.46
7.32
0.00
0.00
0.00
0.00
0.00
0.00
10.57
17.87
25.97
30.89
45.40
39.79
48.77
60.70
50.66
43.09
32.18
2.14
0.00
0.00
0.00
0.00
0.00
0.00
7.87
14.60
22.71
16.55
19.85
16.64
10.91
6.01
2.25
1.13
1.13
1.13
6.83
11.79
31.80
31.19
31.30
36.56
31.41
32.49
31.69
33.84
42.58
39.55
36.85
40.23
39.76
46.78
50.49
39.30
29.27
14.87
15.46
20.06
41.82
49.65
54.14
34.87
25.58
20.16
12.90
16.20
17.90
17.97
22.44
22.69
31.26
42.72
47.55
42.79
43.54
40.49
35.00
31.12
27.59
20.76
17.64
15.16
15.65
20.69
24.02
27.05
32.64
36.12
49.65
55.43
54.66
57.04
52.40
54.23
53.23
50.75
51.36
45.24
45.47
44.13
44.88
47.09
33.88
23.44
18.03
15.00
9.70
4.36
1.88
1.86
0.63
0.59
14.99
40.39
57.13
58.51
64.35
69.35
72.51
71.31
68.95
74.53
75.08
74.51
58.43
32.09
9.38
12.50
10.40
8.99
7.45
3.22
4.28
1.25
3.03
1.33
1.33
1.78
0.63
2.40
2.94
5.11
10.62
17.77
16.86
21.98
19.08
17.48
21.94
28.29
17.95
16.06
14.20
12.66
12.03
8.22
7.27
7.75
12.87
30.17
39.14
61.48
69.33
82.36
84.75
80.81
54.29
42.82
34.53
23.62
30.77
61.17
72.75
80.09
84.31
75.50
58.41
50.48
25.67
24.61
11.67
12.85
19.80
17.48
43.04
59.61
69.23
